Loan_Amount_Term,Credit_History,Loan_Status,Loan_Status_NUM,Total_Income,LoanAmount_Log,Total_Income_Log,Loan_to_Income_Ratio,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban
360.0,1.0,1,1,5167.0,4.736198448394496,8.550047528287184,0.022063092703696534,True,True,False,False,False,False,False,True,False
360.0,1.0,0,0,15500.0,5.768320995793772,9.648595302907339,0.02064516129032258,True,False,False,False,True,False,False,False,False
360.0,1.0,1,1,4342.0,4.852030263919617,8.376090350438238,0.02947950253339475,True,True,False,False,False,False,False,False,True
360.0,0.0,0,0,3158.0,4.605170185988092,8.057694194815587,0.031665611146295125,True,True,False,False,False,False,False,False,True
360.0,1.0,1,1,5126.0,4.969813299576001,8.542080906924017,0.02809207959422552,False,True,False,False,False,False,False,True,False
360.0,1.0,1,1,11376.0,5.214935757608986,9.339261152043022,0.01617440225035162,True,False,False,False,False,False,False,False,True
360.0,1.0,1,1,5416.0,4.700480365792417,8.59711281459211,0.02031019202363368,True,False,False,False,False,True,False,True,False
360.0,1.0,0,0,3600.0,4.382026634673881,8.1886891244442,0.022222222222222223,True,False,False,False,False,False,False,False,True
360.0,1.0,1,1,3013.0,3.8501476017100584,8.0106915391303,0.015599070693660804,True,False,False,False,False,False,False,False,True
360.0,1.0,1,1,2400.0,4.31748811353631,7.783224016336037,0.03125,True,True,False,False,False,False,False,False,True
360.0,1.0,1,1,6277.0,4.897839799950911,8.744647438317532,0.021347777600764697,True,True,False,False,False,False,False,True,False
360.0,1.0,1,1,4695.0,4.564348191467836,8.454253391642363,0.020447284345047924,True,True,False,False,False,True,True,False,True
360.0,1.0,1,1,3410.0,4.477336814478207,8.134467570277563,0.025806451612903226,False,False,False,False,False,False,False,False,True
360.0,1.0,1,1,5649.0,3.784189633918261,8.639233817325263,0.007788989201628607,True,True,True,False,False,False,False,False,True
360.0,1.0,1,1,5821.0,4.969813299576001,8.669227347271736,0.02473801752276241,True,True,False,False,False,False,False,False,True
360.0,0.0,0,0,6085.0,4.787491742782046,8.713582005421628,0.01972062448644207,False,True,False,False,False,False,False,False,True
360.0,1.0,1,1,6275.0,4.969813299576001,8.744328763999984,0.022948207171314742,False,False,False,False,False,False,False,True,False
360.0,1.0,1,1,3572.0,4.605170185988092,8.18088094199639,0.027995520716685332,False,True,False,False,False,True,False,True,False
360.0,1.0,1,1,3086.0,4.787491742782046,8.034631032923107,0.03888528839922229,False,False,False,False,False,False,False,True,False
360.0,1.0,0,0,4230.0,4.718498871295094,8.349957272040324,0.026477541371158392,False,False,False,False,False,False,False,True,False
360.0,1.0,0,0,4616.0,4.897839799950911,8.437283808187935,0.02902946273830156,True,True,False,True,False,False,False,False,True
360.0,0.0,0,0,11500.0,5.655991810819852,9.350102314351341,0.024869565217391306,False,True,True,False,False,False,True,False,True
360.0,1.0,1,1,3875.0,4.574710978503383,8.262300941787448,0.02503225806451613,True,True,False,True,False,False,False,True,False
360.0,1.0,1,1,3723.0,4.564348191467836,8.222285073872717,0.0257856567284448,True,True,False,False,False,False,False,True,False
360.0,1.0,0,0,5566.0,4.90527477843843,8.624431942085836,0.024254401724757457,True,True,False,False,False,False,False,False,False
360.0,1.0,1,1,10330.0,5.19295685089021,9.242807562113684,0.017424975798644726,True,True,True,False,False,False,False,False,True
360.0,1.0,1,1,6216.0,4.969813299576001,8.734881892047483,0.023166023166023165,True,True,False,True,False,True,False,False,True
360.0,1.0,1,1,6296.0,4.787491742782046,8.74766979009724,0.01905972045743329,True,True,False,False,False,False,False,False,True
360.0,1.0,1,1,3029.0,4.59511985013459,8.015987811027237,0.03268405414328161,True,True,False,False,True,False,False,False,True
180.0,0.0,0,0,6058.0,5.10594547390058,8.709134991587183,0.02723671178606801,True,True,False,False,False,True,True,False,False
360.0,0.0,0,0,4945.0,4.852030263919617,8.506132244056813,0.025884732052578362,True,True,True,False,False,False,False,False,False
360.0,0.0,0,0,4166.0,4.7535901911063645,8.334711621820917,0.02784445511281805,False,False,False,False,False,False,False,True,False
360.0,1.0,0,0,10321.0,5.552959584921617,9.241935933565934,0.024997577754093597,True,True,False,False,False,False,False,True,False
180.0,0.0,0,0,5454.0,4.836281906951478,8.604104563405533,0.0231023102310231,True,False,False,False,False,True,False,False,True
360.0,1.0,1,1,10750.0,5.7430031878094825,9.28266103355581,0.02902325581395349,True,True,True,False,False,False,False,False,True
60.0,1.0,1,1,7100.0,4.8283137373023015,8.867850063029406,0.017605633802816902,True,True,False,False,True,True,True,False,True
360.0,0.0,0,0,4300.0,4.912654885736052,8.366370301681654,0.03162790697674418,False,False,False,False,False,False,False,True,False
360.0,1.0,1,1,6274.0,5.147494476813453,8.744169388750624,0.027414727446605038,True,True,False,False,False,False,False,False,True
360.0,1.0,1,1,3750.0,4.574710978503383,8.229511118964457,0.025866666666666666,True,True,False,True,False,True,True,True,False
300.0,1.0,1,1,3500.0,4.394449154672439,8.160518247477505,0.023142857142857142,True,False,False,False,False,False,False,True,False
360.0,0.0,0,0,4755.0,4.553876891600541,8.46695197497949,0.019978969505783387,True,True,False,False,True,True,False,True,False
360.0,1.0,1,1,7040.0,5.231108616854587,8.859363449152088,0.0265625,True,True,False,False,True,False,True,True,False
480.0,1.0,0,0,3750.0,4.727387818712341,8.229511118964457,0.030133333333333335,True,False,False,False,False,False,False,False,True
360.0,1.0,0,0,8500.0,5.170483995038151,9.047821442478408,0.020705882352941178,True,False,False,False,False,False,False,False,True
360.0,1.0,0,0,4022.0,4.700480365792417,8.299534570332597,0.02734957732471407,True,True,True,False,False,False,True,False,True
300.0,0.0,0,0,7167.0,5.19295685089021,8.877242435993919,0.025115110925073254,True,True,False,False,True,False,False,True,False
360.0,1.0,1,1,5499.0,4.867534450455582,8.612321536507814,0.02364066193853428,True,True,False,False,True,True,True,True,False
360.0,1.0,1,1,3846.0,4.709530201312334,8.254788926148725,0.028861154446177848,False,False,False,False,False,False,False,True,False
360.0,1.0,1,1,2395.0,4.852030263919617,7.781138509845015,0.05344467640918581,True,True,True,False,False,False,True,True,False
360.0,1.0,0,0,3259.0,5.117993812416755,8.089175678837561,0.0512427124884934,False,True,False,True,False,False,False,False,True
360.0,1.0,0,0,8250.0,5.579729825986222,9.017968479328726,0.03212121212121212,True,True,False,False,False,False,False,True,False
240.0,1.0,1,1,3988.0,3.912023005428146,8.291045131081729,0.012537612838515547,True,True,True,False,False,False,False,False,True
360.0,1.0,1,1,4897.0,4.912654885736052,8.496378051702317,0.027772105370635083,True,False,False,False,False,False,False,True,False
360.0,1.0,1,1,5333.0,4.59511985013459,8.581669210600602,0.0185636602287643,True,True,False,True,False,True,False,True,False
360.0,1.0,1,1,4618.0,4.6443908991413725,8.43771698991444,0.02252057167605024,True,True,False,False,False,False,False,True,False
360.0,1.0,1,1,8566.0,5.3471075307174685,9.055556158175316,0.02451552650011674,True,False,False,False,False,False,False,False,True
360.0,1.0,1,1,9862.0,5.1647859739235145,9.196444266784072,0.017744879334820524,True,True,False,False,False,False,False,True,False
360.0,1.0,1,1,5858.0,4.875197323201151,8.675563527387679,0.022362581085694777,True,True,False,False,False,False,False,True,False
180.0,1.0,1,1,11904.0,5.236441962829949,9.384629757072872,0.015793010752688172,True,True,False,True,False,False,False,True,False
360.0,1.0,1,1,5093.0,4.394449154672439,8.535622326884605,0.015904182210877676,True,True,False,True,False,True,False,False,True
360.0,1.0,1,1,4133.0,4.804021044733257,8.326758814511733,0.029518509557222357,True,False,False,False,False,False,False,True,False
120.0,1.0,1,1,3620.0,3.2188758248682006,8.194229304819817,0.006906077348066298,True,False,False,False,False,True,False,True,False
360.0,1.0,0,0,6782.0,4.852030263919617,8.822027322685583,0.018873488646416987,True,False,False,False,False,False,False,False,True
360.0,1.0,1,1,4786.0,4.919980925828125,8.47345026846832,0.028625156707062265,False,True,False,False,False,False,False,True,False
360.0,1.0,1,1,2974.0,3.912023005428146,7.9976631270201,0.016812373907195696,True,True,False,False,False,False,False,True,False
180.0,1.0,1,1,4188.0,4.74493212836325,8.339978571990427,0.027459407831900668,True,True,False,False,False,True,False,True,False
360.0,1.0,1,1,5300.0,4.875197323201151,8.575462099540212,0.02471698113207547,True,True,False,False,False,False,False,True,False
180.0,1.0,1,1,7551.0,4.890349128221754,8.929435283803425,0.01761356111773275,True,True,False,True,False,True,False,False,True
360.0,1.0,1,1,8649.0,5.017279836814924,9.065198986306513,0.017458665741704245,True,False,False,False,False,False,False,True,False
360.0,1.0,1,1,13650.0,4.852030263919617,9.521494800613105,0.009377289377289377,True,True,False,False,False,False,False,False,True
360.0,1.0,1,1,8235.0,4.852030263919617,9.016148642611741,0.01554341226472374,True,True,False,False,False,False,False,True,False
360.0,1.0,1,1,4570.0,5.075173815233827,8.42726848388825,0.0350109409190372,True,True,False,False,False,False,False,False,True
360.0,1.0,1,1,4082.0,4.605170185988092,8.31434234336979,0.02449779519843214,True,True,True,False,False,False,False,False,True
360.0,1.0,1,1,12543.0,5.41610040220442,9.436918020024674,0.01793829227457546,True,True,False,True,False,False,False,False,True
360.0,1.0,0,0,7333.0,4.787491742782046,8.9001399880938,0.01636438019909996,True,False,False,False,False,True,False,False,False
360.0,0.0,0,0,7400.0,5.375278407684165,8.909235279192261,0.02918918918918919,True,True,False,True,False,False,False,False,True
480.0,1.0,1,1,2825.0,4.543294782270004,7.946263643580541,0.03327433628318584,True,True,False,False,True,True,False,True,False
360.0,1.0,1,1,5316.0,4.912654885736052,8.578476419833136,0.025583145221971408,True,False,False,False,False,False,False,False,True
360.0,1.0,1,1,5262.0,4.9344739331306915,8.568266461600238,0.026415811478525276,False,True,False,False,False,False,False,True,False
360.0,0.0,0,0,7686.0,5.0238805208462765,8.94715577112479,0.019776216497527973,True,True,False,False,False,True,False,False,False
360.0,1.0,1,1,7451.0,4.852030263919617,8.916103530553727,0.01717890216078379,False,False,True,False,False,False,True,True,False
360.0,1.0,1,1,5050.0,4.770684624465665,8.527143522269405,0.023366336633663366,True,False,False,False,False,False,False,True,False
180.0,1.0,1,1,14583.0,5.220355825078324,9.587611745713565,0.012686004251525749,True,True,True,False,False,False,False,False,False
360.0,1.0,1,1,5450.0,5.0369526024136295,8.60337088765729,0.028256880733944955,False,True,False,False,False,False,False,True,False
360.0,1.0,1,1,3612.0,4.442651256490317,8.192016914536875,0.02353266888150609,True,True,True,False,False,False,False,False,True
360.0,1.0,0,0,7710.0,5.1647859739235145,8.950273466557375,0.022697795071335927,True,True,False,False,False,False,False,False,False
360.0,1.0,1,1,10408.0,5.556828061699537,9.250330020192342,0.024884704073789392,False,False,False,False,False,False,False,False,True
360.0,1.0,1,1,8334.0,5.19295685089021,9.0280988119824,0.02159827213822894,True,True,False,False,False,False,False,False,False
360.0,1.0,1,1,4166.0,3.784189633918261,8.334711621820917,0.01056168987037926,False,False,False,False,False,False,False,True,False
360.0,0.0,1,1,11117.0,4.919980925828125,9.316230747233615,0.01232346856166232,False,False,False,False,False,False,False,True,False
360.0,1.0,1,1,2957.0,4.394449154672439,7.9919305198524775,0.027392627663172135,True,True,False,True,False,False,False,True,False
360.0,1.0,1,1,6314.0,5.267858159063328,8.750524669117937,0.030725372188786824,True,True,False,False,False,True,False,False,False
360.0,1.0,1,1,3692.0,4.532599493153256,8.213923595622743,0.025189599133261104,False,False,False,False,False,False,False,False,False
360.0,1.0,1,1,23803.0,5.91350300563827,10.077566902136047,0.015544259127000798,True,True,False,False,True,False,False,False,False
360.0,1.0,1,1,5505.0,4.852030263919617,8.61341204915678,0.023251589464123524,True,False,False,False,False,False,False,False,False
180.0,0.0,0,0,14363.0,5.075173815233827,9.572410734431823,0.011139734038849823,True,True,True,False,False,False,True,False,True
360.0,1.0,0,0,8649.0,5.204006687076795,9.065198986306513,0.021042895132385248,True,True,False,False,False,False,False,False,False
480.0,1.0,1,1,20166.0,6.476972362889683,9.91175329695316,0.03223247049489239,True,False,False,False,False,False,True,False,True
360.0,1.0,1,1,3943.0,4.30406509320417,8.279697133877628,0.018767435962465127,True,False,False,False,False,False,False,False,True
360.0,1.0,1,1,2718.0,4.248495242049359,7.907651594711089,0.025754231052244298,True,False,False,False,False,False,False,True,False
120.0,1.0,1,1,3459.0,3.2188758248682006,8.148734808937169,0.007227522405319456,True,True,False,False,False,False,True,True,False
360.0,1.0,1,1,4895.0,4.624972813284271,8.49596955496461,0.020837589376915218,True,False,False,False,False,False,False,True,False
360.0,1.0,0,0,11750.0,5.66988092298052,9.371608519572305,0.02468085106382979,True,True,False,False,True,False,False,True,False
360.0,1.0,0,0,4583.0,4.430816798843313,8.430109084509125,0.0183286057167794,False,True,False,False,False,False,False,False,False
360.0,1.0,1,1,6816.0,4.477336814478207,8.827028068509152,0.012910798122065728,True,True,False,True,False,False,True,False,True
360.0,0.0,0,0,14999.0,5.488937726156687,9.61573881119536,0.016134408960597372,True,False,False,False,False,False,False,True,False
360.0,1.0,0,0,5630.0,4.859812404361672,8.635864721133736,0.022912966252220248,True,True,False,True,False,True,False,False,False
360.0,1.0,0,0,7125.0,5.220355825078324,8.871365005136852,0.025964912280701753,True,True,False,True,False,False,False,False,False
360.0,1.0,1,1,5417.0,5.123963979403259,8.597297435657898,0.031013476093778844,True,False,False,False,False,False,False,False,True
180.0,1.0,1,1,6950.0,5.1647859739235145,8.846496938558838,0.025179856115107913,True,False,False,False,False,False,True,True,False
360.0,1.0,1,1,4732.0,4.804021044733257,8.462103225098277,0.02578191039729501,True,True,False,False,False,False,False,True,False
180.0,1.0,1,1,11757.0,5.231108616854587,9.372204086867741,0.01590541804882198,True,True,False,True,False,False,False,False,True
360.0,1.0,1,1,6816.0,4.605170185988092,8.827028068509152,0.014671361502347418,False,True,False,False,False,False,False,True,False
360.0,1.0,1,1,14866.0,4.248495242049359,9.60683200528524,0.0047087313332436435,False,True,False,True,False,False,False,False,True
360.0,1.0,1,1,2963.0,3.4011973816621555,7.993957547573565,0.010124873439082012,True,True,True,False,False,False,False,False,True
360.0,1.0,0,0,11666.0,5.41610040220442,9.364433907313582,0.019286816389507973,False,False,False,False,False,False,False,False,False
360.0,1.0,1,1,5690.0,4.8283137373023015,8.646465527120377,0.021968365553602813,True,True,False,False,False,False,False,True,False
360.0,0.0,0,0,6277.0,4.770684624465665,8.744647438317532,0.018798789230524134,True,False,False,False,False,False,False,False,False
360.0,1.0,1,1,6327.0,5.0238805208462765,8.752581469146884,0.024024024024024024,True,True,False,False,False,False,True,False,False
360.0,1.0,0,0,9166.0,5.497168225293202,9.123256265069069,0.026620117826751038,True,False,False,False,False,False,False,False,True
360.0,1.0,0,0,2281.0,4.727387818712341,7.732369222284388,0.049539675580885574,True,True,False,True,False,True,False,False,False
360.0,1.0,1,1,3254.0,3.912023005428146,8.087640287778983,0.015365703749231715,True,False,False,False,False,False,False,False,True
180.0,0.0,1,1,39999.0,6.396929655216146,10.596609732783568,0.015000375009375235,True,True,False,False,True,False,False,True,False
360.0,1.0,1,1,6000.0,5.075173815233827,8.699514748210191,0.02666666666666667,True,True,True,False,False,False,False,False,False
360.0,1.0,1,1,9538.0,5.231108616854587,9.16303909885817,0.019605787376808556,True,True,True,False,False,False,False,False,True
360.0,1.0,1,1,5063.0,4.787491742782046,8.529714471969909,0.023701362828362632,True,False,False,False,False,False,False,False,False
360.0,1.0,1,1,10208.0,5.541263545158426,9.23092700558457,0.02498040752351097,True,True,False,False,False,False,False,True,False
360.0,1.0,1,1,2904.0,4.584967478670572,7.973844375944687,0.0337465564738292,True,True,False,False,False,True,False,True,False
360.0,1.0,0,0,7933.0,5.616771097666572,8.978786553302003,0.03466532207235598,True,True,False,False,False,False,False,False,True
360.0,0.0,0,0,4369.0,4.795790545596741,8.382289428951436,0.027695124742504004,True,True,True,False,False,False,False,True,False
360.0,1.0,1,1,5614.0,5.062595033026967,8.633018756921828,0.028143925899536872,True,True,False,True,False,False,False,False,False
180.0,1.0,1,1,9323.0,4.31748811353631,9.140239744296693,0.008044620830204869,True,True,False,False,False,False,False,False,True
360.0,1.0,1,1,6873.0,5.204006687076795,8.835355971121606,0.02648043067074058,True,True,False,False,False,False,False,False,False
360.0,1.0,0,0,4583.0,4.718498871295094,8.430109084509125,0.02443814095570587,False,True,False,False,False,False,False,False,False
360.0,1.0,1,1,5772.0,4.859812404361672,8.660773919893762,0.02234927234927235,True,True,False,False,False,False,False,False,False
480.0,0.0,0,0,2237.0,4.143134726391533,7.71289096149013,0.028162717925793473,True,False,False,False,False,False,False,True,False
360.0,1.0,1,1,8000.0,5.298317366548036,8.987196820661973,0.025,True,True,False,True,False,False,False,True,False
360.0,1.0,1,1,3589.0,4.553876891600541,8.185628891147607,0.026469768737809974,True,True,False,False,False,True,False,False,False
300.0,1.0,1,1,51763.0,6.551080335043404,10.854430887309706,0.013523172922744044,True,True,False,False,True,False,False,False,True
180.0,1.0,0,0,3522.0,4.394449154672439,8.166784289056151,0.022998296422487224,True,True,False,False,True,True,False,False,False
360.0,1.0,1,1,11333.0,5.231108616854587,9.335474102732949,0.016500485308391422,True,True,False,False,False,False,False,True,False
360.0,1.0,0,0,5080.0,4.465908118654584,8.533066540572527,0.017125984251968505,True,True,False,False,False,True,True,True,False
360.0,1.0,1,1,5461.0,4.7535901911063645,8.605387202152153,0.021241530855154733,True,True,False,False,False,False,False,False,False
360.0,1.0,1,1,3664.0,4.61512051684126,8.20631072579402,0.027565502183406112,True,True,False,True,False,False,False,False,False
360.0,0.0,0,0,16816.0,6.20455776256869,9.730086093116732,0.029436251189343482,True,True,False,False,True,False,False,True,False
360.0,1.0,1,1,3750.0,4.7535901911063645,8.229511118964457,0.030933333333333334,True,True,True,False,False,False,False,True,False
480.0,0.0,0,0,3784.0,4.624972813284271,8.238536930171769,0.026955602536997886,True,False,False,False,False,True,False,False,True
360.0,0.0,0,0,13650.0,5.19295685089021,9.521494800613105,0.013186813186813187,True,True,True,False,False,False,False,False,True
360.0,1.0,0,0,6979.0,4.204692619390966,8.850660919017152,0.00960022925920619,True,False,False,False,False,False,False,False,False
180.0,1.0,1,1,4600.0,4.290459441148391,8.433811582477187,0.015869565217391305,True,True,False,False,False,False,False,True,False
360.0,1.0,0,0,33846.0,5.560681631015528,10.429576102968031,0.00768185309933227,True,True,True,False,False,False,False,True,False
360.0,1.0,1,1,3625.0,4.68213122712422,8.195609567288775,0.029793103448275862,False,True,False,False,False,False,False,True,False
360.0,1.0,1,1,43897.0,4.787491742782046,10.689601259598334,0.0027336720049206094,True,True,False,False,False,False,True,True,False
300.0,0.0,0,0,2178.0,4.189654742026425,7.686162303492906,0.030303030303030304,True,True,True,False,False,False,True,False,False
360.0,1.0,1,1,4521.0,4.060443010546419,8.416488487294606,0.012829020128290201,True,True,False,False,False,False,False,False,False
360.0,1.0,1,1,5970.0,5.123963979403259,8.694502206386648,0.02814070351758794,True,True,False,False,False,False,True,False,False
180.0,1.0,1,1,9328.0,5.236441962829949,9.140775908590273,0.020154373927958835,True,True,False,False,False,False,False,False,False
360.0,1.0,1,1,4885.0,3.871201010907891,8.493924564476883,0.009825997952917094,True,False,False,False,False,True,False,False,False
360.0,1.0,0,0,12000.0,5.099866427824199,9.392661928770137,0.013666666666666667,True,False,False,False,False,False,False,True,False
360.0,1.0,0,0,6033.0,5.075173815233827,8.704999678440762,0.026520802254268193,True,True,False,False,False,True,False,False,True
360.0,1.0,1,1,3858.0,4.330733340286331,8.257904193465674,0.019699326075686883,True,False,False,False,False,False,False,True,False
360.0,1.0,1,1,4191.0,4.787491742782046,8.340694647925071,0.02863278453829635,True,False,False,False,False,False,False,False,False
360.0,1.0,0,0,5708.0,5.135798437050262,8.649623978596727,0.029782761037140854,True,True,True,False,False,False,False,True,False
360.0,1.0,1,1,12083.0,5.231108616854587,9.399554785027307,0.015476289001075892,True,False,False,False,False,False,False,False,False
360.0,1.0,1,1,4272.0,4.787491742782046,8.35983738064003,0.028089887640449437,False,False,False,False,False,True,False,False,True
360.0,1.0,1,1,6232.0,4.727387818712341,8.737452587550584,0.01813222079589217,False,True,False,False,False,False,False,True,False
360.0,1.0,0,0,11000.0,4.418840607796598,9.305650551780507,0.007545454545454545,True,False,False,False,False,False,True,False,True
360.0,1.0,1,1,5100.0,4.499809670330265,8.536995818712418,0.01764705882352941,True,True,True,False,False,True,False,True,False
360.0,0.0,1,1,4923.0,5.111987788356544,8.5016733797582,0.03371927686370099,True,False,False,True,False,False,False,True,False
180.0,1.0,0,0,3992.0,4.852030263919617,8.292047637431354,0.03206412825651302,True,True,False,False,True,True,False,False,True
360.0,1.0,1,1,4583.0,4.90527477843843,8.430109084509125,0.029456687759109753,True,True,True,False,False,True,False,False,True
360.0,1.0,1,1,3917.0,4.820281565605037,8.27308133366583,0.03165688026550932,True,True,False,True,False,True,False,True,False
360.0,1.0,1,1,4408.0,4.787491742782046,8.391176350832751,0.02722323049001815,False,False,False,False,False,True,False,True,False
360.0,1.0,1,1,3244.0,4.382026634673881,8.084562415235304,0.02466091245376079,False,False,False,False,False,False,False,False,True
360.0,1.0,1,1,6506.0,4.007333185232471,8.780480107033297,0.008453735013833385,True,False,False,False,False,True,False,False,False
360.0,1.0,1,1,2479.0,4.07753744390572,7.8156105320351905,0.02379991932230738,True,False,False,False,False,False,False,False,True
360.0,1.0,0,0,3418.0,4.844187086458591,8.136810863675537,0.0371562317144529,True,False,False,False,False,False,False,True,False
360.0,1.0,0,0,10000.0,5.365976015021851,9.210340371976184,0.0214,False,False,False,False,False,False,False,True,False
360.0,0.0,0,0,4680.0,4.852030263919617,8.451053388911692,0.02735042735042735,True,True,False,False,True,False,False,True,False
360.0,1.0,1,1,7787.0,5.480638923341991,8.960210955576986,0.030820598433286245,True,True,True,False,False,False,True,False,True
360.0,1.0,1,1,5703.0,4.867534450455582,8.648747631156539,0.02279502016482553,True,True,False,False,True,True,True,False,False
360.0,1.0,1,1,6194.0,4.919980925828125,8.731336360533149,0.022118178882789795,True,True,False,False,False,False,False,False,True
360.0,1.0,1,1,4833.0,4.605170185988092,8.483222671845084,0.02069108214359611,True,True,False,False,True,True,False,True,False
360.0,1.0,0,0,1950.0,4.90527477843843,7.575584651557793,0.06923076923076923,True,True,False,False,False,False,False,False,False
360.0,1.0,1,1,5502.0,4.875197323201151,8.61286694148452,0.023809523809523808,True,True,False,False,False,False,False,True,False
360.0,0.0,0,0,5000.0,4.276666119016055,8.517193191416238,0.0144,True,True,False,True,False,False,False,True,False
360.0,1.0,1,1,6666.0,4.844187086458591,8.804775258867686,0.019051905190519053,False,True,False,True,False,False,False,True,False
360.0,0.0,0,0,2221.0,4.0943445622221,7.7057128238944275,0.0270148581719946,True,True,False,False,False,False,False,False,True
360.0,1.0,1,1,5726.0,4.7535901911063645,8.65277248565806,0.020258470136220747,True,True,False,True,False,False,False,True,False
360.0,1.0,1,1,5762.0,4.969813299576001,8.659039915644474,0.024991322457480043,True,False,False,False,False,False,False,True,False
360.0,1.0,1,1,8588.0,5.1647859739235145,9.058121158998672,0.0203772706101537,True,True,False,False,False,False,False,True,False
360.0,1.0,1,1,6250.0,4.852030263919617,8.740336742730447,0.02048,True,True,False,False,False,False,False,True,False
360.0,1.0,0,0,3250.0,5.135798437050262,8.086410275323782,0.052307692307692305,True,True,False,False,False,False,False,False,False
360.0,1.0,0,0,4735.0,4.927253685157205,8.462737005620179,0.02914466737064414,True,True,False,False,False,True,True,False,True
360.0,1.0,1,1,7945.0,5.3471075307174685,8.980298078970817,0.02643171806167401,True,True,False,True,False,False,False,True,False
